Date,Price,Open,High,Low,Change %
2021-06-09,2498.68,2498.68,2498.68,2498.68,-0.05%
2021-06-10,2498.98,2498.98,2498.98,2498.98,0.01%
2021-06-11,2509.83,2509.83,2509.83,2509.83,0.43%
2021-06-14,2516.01,2516.01,2516.01,2516.01,0.25%
2021-06-15,2511.86,2511.86,2511.86,2511.86,-0.16%
2021-06-16,2501.99,2501.99,2501.99,2501.99,-0.39%
2021-06-17,2491.71,2491.71,2491.71,2491.71,-0.41%
2021-06-18,2457.7,2457.7,2457.7,2457.7,-1.36%
2021-06-21,2461.95,2461.95,2461.95,2461.95,0.17%
2021-06-22,2471.66,2471.66,2471.66,2471.66,0.39%
2021-06-23,2459.6,2459.61,2459.61,2459.61,-0.49%
2021-06-24,2471.21,2471.21,2471.21,2471.21,0.47%
2021-06-25,2470.63,2470.63,2470.63,2470.63,-0.02%
2021-06-28,2445.34,2445.34,2445.34,2445.34,-1.02%
2021-06-29,2445.15,2445.15,2445.15,2445.15,-0.01%
2021-06-30,2444.6,2444.6,2444.6,2444.6,-0.02%
2021-07-01,2465.19,2465.19,2465.19,2465.19,0.84%
2021-07-02,2470.92,2470.92,2470.92,2470.92,0.23%
2021-07-05,2476.04,2476.04,2476.04,2476.04,0.21%
2021-07-06,2450.49,2450.49,2450.49,2450.49,-1.03%
2021-07-07,2455.22,2455.22,2455.22,2455.22,0.19%
2021-07-08,2426.38,2426.38,2426.38,2426.38,-1.17%
2021-07-09,2454.7,2454.7,2454.7,2454.7,1.17%
2021-07-12,2451.69,2451.69,2451.69,2451.69,-0.12%
2021-07-13,2442.86,2442.86,2442.86,2442.86,-0.36%
2021-07-14,2445.87,2445.87,2445.87,2445.87,0.12%
2021-07-15,2429.18,2429.18,2429.18,2429.18,-0.68%
2021-07-16,2420.11,2420.11,2420.11,2420.11,-0.37%
2021-07-19,2365.94,2365.94,2365.94,2365.94,-2.24%
2021-07-20,2383.27,2383.27,2383.27,2383.27,0.73%
